id,dur,proto,state,spkts,dpkts,sbytes,dbytes,rate,attack_cat,label
1392,0.180037,tcp,FIN,10,6,992,268,83.316204,Exploits,1
1393,0.000009,sctp,INT,2,0,104,0,111111.1072,Fuzzers,1
1394,1.198067,tcp,FIN,22,22,1182,1652,35.891149,Exploits,1
1395,0.000009,sctp,INT,2,0,104,0,111111.1072,Analysis,1
1396,28.213135,ospf,INT,20,0,1280,0,0.673445,Reconnaissance,1
1397,1.198067,tcp,FIN,22,22,1182,1652,35.891149,Exploits,1
1398,28.213135,ospf,INT,20,0,1280,0,0.673445,Exploits,1
1399,0.000009,sctp,INT,2,0,104,0,111111.1072,DoS,1
1400,0.409455,tcp,FIN,10,8,910,354,41.518604,Exploits,1
1401,28.213135,ospf,INT,20,0,1280,0,0.673445,Exploits,1
1402,0.000009,sctp,INT,2,0,104,0,111111.1072,DoS,1
1403,0.000013,udp,INT,2,0,168,0,76923.07779,Reconnaissance,1
1404,0.667227,tcp,FIN,10,8,564,354,25.478584,Reconnaissance,1
1405,0.000009,sctp,INT,2,0,104,0,111111.1072,DoS,1
1406,0.632005,tcp,FIN,10,8,564,354,26.898522,Reconnaissance,1
1407,0.454618,tcp,FIN,20,76,1228,94630,208.966646,Exploits,1
1408,0.000009,sctp,INT,2,0,104,0,111111.1072,Exploits,1
1409,0.273428,tcp,FIN,10,8,810,1598,62.17359,Exploits,1
1410,0.276865,tcp,FIN,10,8,822,1178,61.401765,Exploits,1
1411,0.000009,sctp,INT,2,0,104,0,111111.1072,Exploits,1
1412,0.184883,tcp,FIN,10,6,984,268,81.132393,Exploits,1
1413,0.000009,gre,INT,2,0,156,0,111111.1072,Reconnaissance,1
1414,0.335764,tcp,FIN,12,10,2484,443,62.543931,Exploits,1
1415,0.867884,tcp,FIN,52,24,44141,1800,86.417081,DoS,1
1416,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
1417,0.625131,tcp,FIN,10,8,564,354,27.1943,Reconnaissance,1
1418,0.000013,udp,INT,2,0,120,0,76923.07779,Shellcode,1
1419,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
1420,0.637268,tcp,FIN,10,8,564,354,26.676374,Reconnaissance,1
1421,0.481439,tcp,FIN,10,10,896,1268,39.465021,Exploits,1
1422,0.01272,udp,CON,2,2,76,130,235.849057,Backdoor,1
1423,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
1424,1.267629,tcp,FIN,10,8,564,354,13.410864,Reconnaissance,1
1425,43.982441,tcp,FIN,28,28,1568,1528,1.250499,Fuzzers,1
1426,0.000003,sctp,INT,2,0,776,0,333333.3215,DoS,1
1427,0.000003,sctp,INT,2,0,776,0,333333.3215,DoS,1
1428,0.737188,tcp,FIN,38,22,30722,1880,80.03386,Exploits,1
1429,0.22943,tcp,FIN,10,8,874,2450,74.096673,Exploits,1
1430,0.000003,sctp,INT,2,0,776,0,333333.3215,Exploits,1
1431,0.151393,tcp,FIN,14,6,6648,268,125.501182,Exploits,1
1432,0.211615,tcp,FIN,10,6,1000,268,70.883445,DoS,1
1433,1.004505,tcp,FIN,22,20,3933,1820,40.816122,Exploits,1
1434,0.188916,tcp,FIN,10,6,892,268,79.400369,Exploits,1
1435,1.105381,tcp,FIN,24,20,4529,1718,38.900614,DoS,1
1436,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1437,0.445242,tcp,FIN,10,8,1200,354,38.181484,DoS,1
1438,0.873946,tcp,FIN,14,12,786,678,28.605886,Fuzzers,1
1439,0.185925,tcp,FIN,10,6,1016,268,80.67769,Exploits,1
1440,0.286192,tcp,FIN,10,8,796,3188,59.400682,Exploits,1
1441,0.831168,tcp,FIN,10,8,564,354,20.453146,Reconnaissance,1
1442,0.198743,tcp,FIN,10,6,926,268,75.474356,Exploits,1
1443,0.271963,tcp,FIN,10,8,804,1352,62.508503,Exploits,1
1444,1.062568,tcp,FIN,14,14,782,764,25.41014,Fuzzers,1
1445,0.624345,tcp,FIN,10,10,834,1434,30.431892,Exploits,1
1446,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1447,0.000004,udp,INT,2,0,416,0,250000.0006,Shellcode,1
1448,0.381853,tcp,FIN,12,8,1302,1166,49.757366,Exploits,1
1449,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1450,0.898216,tcp,FIN,14,12,794,678,27.832949,Fuzzers,1
1451,2.406619,tcp,FIN,44,42,11002,9292,35.319258,Exploits,1
1452,1.125113,tcp,FIN,28,26,4994,3330,47.106379,Exploits,1
1453,0.233834,tcp,FIN,10,6,2412,268,64.148071,Exploits,1
1454,0.672711,tcp,FIN,14,12,794,678,37.16306,Fuzzers,1
1455,0.305556,tcp,FIN,12,10,3236,3734,68.727173,Exploits,1
1456,0.214627,tcp,FIN,10,6,954,268,69.888691,Exploits,1
1457,0.466699,ospf,INT,18,0,2858,0,36.426047,Exploits,1
1458,1.404769,tcp,FIN,44,24,37126,1880,47.694676,Exploits,1
1459,0.435071,tcp,FIN,10,8,848,1744,39.074083,Exploits,1
1460,0.466699,ospf,INT,18,0,2858,0,36.426047,Exploits,1
1461,0.531148,tcp,FIN,14,32,958,34588,84.722146,Exploits,1
1462,0.185063,tcp,FIN,10,6,1474,268,81.053477,Exploits,1
1463,1.383811,tcp,FIN,30,102,1514,115194,94.666107,Exploits,1
1464,0.000023,udp,INT,3,0,3022,0,86956.51981,Fuzzers,1
1465,0.287192,tcp,FIN,10,6,888,268,52.229869,DoS,1
1466,0.867751,tcp,FIN,30,20,13825,1720,56.467811,Exploits,1
1467,0.450211,tcp,FIN,18,62,1104,76465,175.473283,Exploits,1
1468,1.470304,tcp,FIN,34,22,19789,1844,37.40723,DoS,1
1469,0.424927,tcp,FIN,16,50,1076,58619,152.967452,DoS,1
1470,0.393427,tcp,FIN,10,8,870,354,43.210048,Exploits,1
1471,0.000011,udp,INT,2,0,1098,0,90909.0902,Fuzzers,1
1472,0.421647,tcp,FIN,14,10,800,518,54.547997,Exploits,1
1473,0.900583,tcp,FIN,20,32,1096,23908,56.629981,Exploits,1
1474,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1475,0.000004,udp,INT,2,0,1488,0,250000.0006,Fuzzers,1
1476,0.75203,tcp,FIN,22,36,1062,26210,75.794847,Exploits,1
1477,0.538663,tcp,FIN,10,8,1042,354,31.559619,Exploits,1
1478,0.237439,tcp,FIN,10,6,1002,268,63.174119,DoS,1
1479,0.000002,udp,INT,2,0,168,0,500000.0013,Reconnaissance,1
1480,0.193784,tcp,FIN,10,8,890,1018,87.726542,Exploits,1
1481,0.237439,tcp,FIN,10,6,1002,268,63.174119,Exploits,1
1482,0.533504,tcp,FIN,10,8,840,2076,31.864803,DoS,1
1483,0.000009,udp,INT,2,0,516,0,111111.1072,Fuzzers,1
1484,0.00001,udp,INT,2,0,1666,0,100000.0025,Fuzzers,1
1485,0.915074,tcp,FIN,16,10,1536,556,27.320195,Fuzzers,1
1486,0.160972,tcp,FIN,14,6,8758,268,118.03295,Exploits,1
1487,0.000011,udp,INT,2,0,2072,0,90909.0902,Fuzzers,1
1488,59.983738,tcp,CON,6874,1020,9045600,44360,131.585664,Exploits,1
1489,1.125363,tcp,FIN,34,114,1548,128808,130.624519,Exploits,1
1490,0.00001,udp,INT,2,0,1670,0,100000.0025,Fuzzers,1
1491,1.443748,tcp,FIN,28,20,11133,1788,32.554158,Exploits,1
1492,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1493,0.000008,udp,INT,2,0,456,0,125000.0003,Fuzzers,1
1494,0.000003,sctp,INT,2,0,78,0,333333.3215,Reconnaissance,1
1495,0.267816,tcp,FIN,10,8,882,1450,63.476415,DoS,1
1496,0.18652,tcp,FIN,10,6,930,268,80.420332,Reconnaissance,1
1497,0.505289,tcp,FIN,8,8,364,1412,29.685981,Exploits,1
1498,0.000003,sctp,INT,2,0,78,0,333333.3215,Backdoor,1
1499,0.581491,tcp,FIN,8,8,364,846,25.795756,Exploits,1
1500,0.000003,sctp,INT,2,0,78,0,333333.3215,DoS,1
1501,0.489758,ospf,INT,20,0,1040,0,38.794669,DoS,1
1502,0.362022,tcp,FIN,10,8,868,1586,46.958471,Exploits,1
1503,0.658677,tcp,FIN,10,8,564,354,25.809312,Reconnaissance,1
1504,0.489758,ospf,INT,20,0,1040,0,38.794669,Exploits,1
1505,0.271164,tcp,FIN,14,40,948,46842,195.453674,Exploits,1
1506,0.78391,tcp,FIN,10,8,564,354,21.686164,Reconnaissance,1
1507,0.385024,tcp,FIN,10,8,880,3154,44.15309,DoS,1
1508,0.214041,tcp,FIN,10,6,2018,268,70.080033,DoS,1
1509,0.35115,tcp,FIN,10,6,2846,268,42.716787,Exploits,1
1510,0.182989,tcp,FIN,10,6,1012,268,81.97214,Reconnaissance,1
1511,0.736657,tcp,FIN,10,8,564,354,23.077225,Reconnaissance,1
1512,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1513,0.508659,tcp,FIN,10,8,1268,354,33.421211,Fuzzers,1
1514,0.599451,tcp,FIN,60,14,70349,612,121.778093,Exploits,1
1515,0.34055,tcp,FIN,10,6,582,268,44.046395,Shellcode,1
1516,0.470437,tcp,FIN,10,8,1780,354,36.136614,Fuzzers,1
1517,0.212162,tcp,FIN,10,14,768,9664,108.407725,Exploits,1
1518,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1519,0.264482,tcp,FIN,10,6,2100,268,56.714636,Fuzzers,1
1520,0.000006,udp,INT,2,0,168,0,166666.6608,Reconnaissance,1
1521,2.699668,tcp,FIN,154,40,180799,2550,71.490274,Exploits,1
1522,1.212039,tcp,FIN,20,20,2724,1858,32.177183,Exploits,1
1523,0.322051,tcp,FIN,12,18,928,17578,90.047853,Exploits,1
1524,0.631209,tcp,FIN,8,8,364,724,23.763919,Exploits,1
1525,0.470148,tcp,FIN,10,6,2548,268,31.904847,Fuzzers,1
1526,1.711654,tcp,FIN,284,58,347652,3334,199.222512,Exploits,1
1527,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1528,1.002709,tcp,FIN,10,8,564,354,16.954071,Reconnaissance,1
1529,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1530,0.577512,tcp,FIN,10,8,2676,354,29.436616,Fuzzers,1
1531,0.67514,tcp,FIN,10,8,564,354,25.179962,Reconnaissance,1
1532,0.163662,tcp,FIN,10,6,962,268,91.652307,Exploits,1
1533,0.237668,tcp,FIN,10,10,774,5002,79.943453,Exploits,1
1534,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1535,0.892162,tcp,FIN,20,22,1112,1638,45.955778,Exploits,1
1536,0.305779,tcp,FIN,10,8,818,1040,55.595706,Exploits,1
1537,0.000005,ggp,INT,2,0,180,0,200000.0051,Exploits,1
1538,0.399939,tcp,FIN,8,10,364,3754,42.506482,Exploits,1
1539,0.193789,tcp,FIN,10,6,508,268,77.403772,Shellcode,1
1540,0.000005,ggp,INT,2,0,180,0,200000.0051,Exploits,1
1541,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1542,0.000003,ip,INT,2,0,180,0,333333.3215,Reconnaissance,1
1543,0.252678,tcp,FIN,10,14,814,10042,91.024938,Exploits,1
1544,0.182248,tcp,FIN,10,6,566,268,82.305432,Fuzzers,1
1545,0.000003,ip,INT,2,0,180,0,333333.3215,DoS,1
1546,1.193561,tcp,FIN,112,34,126046,2352,121.485207,Exploits,1
1547,0.26244,tcp,FIN,10,6,508,268,57.155922,Fuzzers,1
1548,2.582676,tcp,FIN,342,66,434459,3720,157.58849,Exploits,1
1549,0.000003,ip,INT,2,0,180,0,333333.3215,Exploits,1
1550,0.234427,tcp,FIN,10,8,1132,1052,72.517243,Exploits,1
1551,1.30677,tcp,FIN,30,92,1382,99054,92.594721,Exploits,1
1552,0.000003,ipnip,INT,2,0,180,0,333333.3215,Reconnaissance,1
1553,1.17199,tcp,FIN,36,190,1932,242434,191.981154,Exploits,1
1554,0.000003,ipnip,INT,2,0,180,0,333333.3215,DoS,1
1555,0.4477,tcp,FIN,10,8,510,354,37.971857,Fuzzers,1
1556,2.197535,tcp,FIN,10,8,1210,354,7.73594,Exploits,1
1557,0.000003,ipnip,INT,2,0,180,0,333333.3215,Exploits,1
1558,0.245413,tcp,FIN,10,6,1526,268,61.121455,Fuzzers,1
1559,0.495345,tcp,FIN,10,10,1164,1152,38.357105,Exploits,1
1560,0.202486,tcp,FIN,10,6,762,268,74.079198,Exploits,1
1561,2.285887,tcp,FIN,74,448,3590,580884,227.920277,Exploits,1
1562,32.550049,tcp,FIN,20,14,2032,622,1.013823,Fuzzers,1
1563,0.000009,mhrp,INT,2,0,200,0,111111.1072,DoS,1
1564,0.621814,tcp,FIN,10,8,564,354,27.339365,Reconnaissance,1
1565,1.260917,tcp,FIN,22,22,1198,1640,34.102167,Exploits,1
1566,0.320416,tcp,FIN,10,6,566,268,46.814141,Fuzzers,1
1567,1.007653,st2,INT,4,0,360,0,2.977215,DoS,1
1568,0.000009,mhrp,INT,2,0,200,0,111111.1072,DoS,1
1569,0.184631,tcp,FIN,10,6,1386,268,81.243126,Exploits,1
1570,0.316806,tcp,FIN,10,6,1526,268,47.34759,Fuzzers,1
1571,0.000009,mhrp,INT,2,0,200,0,111111.1072,Exploits,1
1572,1.007653,st2,INT,4,0,360,0,2.977215,Exploits,1
1573,0.19115,tcp,FIN,10,6,892,268,78.472406,Shellcode,1
1574,1.071472,tcp,FIN,10,8,504,354,15.866023,Fuzzers,1
1575,0.000003,bna,INT,2,0,200,0,333333.3215,Analysis,1
1576,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1577,0.22949,tcp,FIN,10,6,960,268,65.362326,Exploits,1
1578,0.779881,tcp,FIN,10,6,504,268,19.233704,Fuzzers,1
1579,0.000003,bna,INT,2,0,200,0,333333.3215,DoS,1
1580,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1581,0.468903,tcp,FIN,10,10,772,1360,40.520107,DoS,1
1582,1.430267,tcp,FIN,16,16,820,930,21.674275,Exploits,1
1583,0.000003,bna,INT,2,0,200,0,333333.3215,DoS,1
1584,0.654022,tcp,FIN,10,8,564,354,25.99301,Reconnaissance,1
1585,0.180308,tcp,FIN,10,6,576,268,83.190985,Shellcode,1
1586,0.000003,bna,INT,2,0,200,0,333333.3215,Exploits,1
1587,1.260943,tcp,FIN,10,6,1282,268,11.895858,Worms,1
1588,0.829766,tcp,FIN,30,20,14587,1718,59.052795,Exploits,1
1589,1.123991,tcp,FIN,22,22,1190,1606,38.256534,Exploits,1
1590,0.000003,bna,INT,2,0,200,0,333333.3215,Exploits,1
1591,0.262398,tcp,FIN,10,8,798,1222,64.787078,Exploits,1
1592,1.568354,tcp,FIN,18,18,1020,3282,22.31639,DoS,1
1593,1.123991,tcp,FIN,22,22,1190,1606,38.256534,Exploits,1
1594,0.928218,tcp,FIN,62,26,60938,2020,93.727981,DoS,1
1595,0.000003,bna,INT,2,0,200,0,333333.3215,Exploits,1
1596,0.459003,tcp,FIN,10,6,1506,268,32.679525,Fuzzers,1
1597,0.891138,tcp,FIN,20,28,966,13970,52.74155,Exploits,1
1598,0.249028,tcp,FIN,10,6,868,268,60.234191,Reconnaissance,1
1599,0.459003,tcp,FIN,10,6,1506,268,32.679525,Fuzzers,1
1600,0.671825,tcp,FIN,20,8,17286,354,40.189038,Fuzzers,1
1601,0.178191,tcp,FIN,10,6,1054,268,84.179333,Exploits,1
1602,0.823726,tcp,FIN,14,22,1384,19738,42.489857,Exploits,1
1603,0.000009,i-nlsp,INT,2,0,200,0,111111.1072,DoS,1
1604,0.000009,udp,INT,2,0,2722,0,111111.1072,DoS,1
1605,0.254299,tcp,FIN,10,6,558,268,58.985679,Shellcode,1
1606,0.40733,tcp,FIN,10,6,546,268,36.825178,Fuzzers,1
1607,0.000009,i-nlsp,INT,2,0,200,0,111111.1072,Exploits,1
1608,0.673379,tcp,FIN,10,8,1554,1180,25.245812,Exploits,1
1609,1.171427,cbt,INT,4,0,360,0,2.560979,Reconnaissance,1
1610,0.308004,tcp,FIN,10,6,546,268,48.700668,Fuzzers,1
1611,0.000007,narp,INT,2,0,200,0,142857.1409,Reconnaissance,1
1612,0.963727,tcp,FIN,14,36,964,42940,50.844275,Exploits,1
1613,1.171427,cbt,INT,4,0,360,0,2.560979,DoS,1
1614,0.308797,tcp,FIN,10,6,484,268,48.575601,Fuzzers,1
1615,0.000007,narp,INT,2,0,200,0,142857.1409,DoS,1
1616,0.64647,tcp,FIN,10,8,564,354,26.296657,Reconnaissance,1
1617,1.171427,cbt,INT,4,0,360,0,2.560979,Exploits,1
1618,1.309941,tcp,FIN,40,22,32290,1906,46.566981,Exploits,1
1619,0.000007,narp,INT,2,0,200,0,142857.1409,Exploits,1
1620,0.25472,tcp,FIN,10,16,854,15200,98.146984,Exploits,1
1621,0.000008,argus,INT,2,0,180,0,125000.0003,Reconnaissance,1
1622,0.709722,tcp,FIN,20,30,1118,21470,69.041119,Exploits,1
1623,1.591541,tcp,FIN,64,26,64218,2100,55.920644,Exploits,1
1624,0.000007,swipe,INT,2,0,200,0,142857.1409,DoS,1
1625,0.000008,argus,INT,2,0,180,0,125000.0003,Backdoor,1
1626,0.675059,tcp,FIN,10,8,564,354,25.182983,Reconnaissance,1
1627,0.000003,udp,INT,2,0,168,0,333333.3215,Reconnaissance,1
1628,0.000007,swipe,INT,2,0,200,0,142857.1409,DoS,1
1629,0.734332,tcp,FIN,22,20,5760,1856,55.833055,Exploits,1
1630,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,DoS,1
1631,0.000007,swipe,INT,2,0,200,0,142857.1409,Exploits,1
1632,0.26241,tcp,FIN,10,10,928,3676,72.405773,Exploits,1
1633,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,DoS,1
1634,0.696376,tcp,FIN,12,10,1280,2056,30.156121,DoS,1
1635,0.681699,tcp,FIN,10,8,564,354,24.937693,Reconnaissance,1
1636,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,Exploits,1
1637,0.282892,tcp,FIN,10,6,846,268,53.023771,Reconnaissance,1
1638,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,Analysis,1
1639,0.196087,tcp,FIN,10,6,892,268,76.496656,Reconnaissance,1
1640,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1641,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,Exploits,1
1642,1.462943,tcp,FIN,38,146,1744,169960,125.090318,Exploits,1
1643,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,DoS,1
1644,0.548247,tcp,FIN,10,8,566,354,31.007923,Fuzzers,1
1645,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,Exploits,1
1646,0.57752,tcp,FIN,14,10,4892,590,39.82546,Exploits,1
1647,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,DoS,1
1648,0.227239,tcp,FIN,10,6,1138,268,66.009796,Exploits,1
1649,0.235617,tcp,FIN,10,8,784,1228,72.150992,DoS,1
1650,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,Exploits,1
1651,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,DoS,1
1652,0.198026,tcp,FIN,10,6,962,268,75.747629,Reconnaissance,1
1653,3.577953,tcp,FIN,60,296,2688,366322,99.21874,Exploits,1
1654,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,Exploits,1
1655,0.000003,bbn-rcc,INT,2,0,180,0,333333.3215,Exploits,1
1656,0.181291,tcp,FIN,10,6,924,268,82.739905,Reconnaissance,1
1657,1.561987,tcp,FIN,24,20,4791,1760,27.529038,Exploits,1
1658,0.000008,ipv6-no,INT,2,0,200,0,125000.0003,Exploits,1
1659,0.000003,chaos,INT,2,0,200,0,333333.3215,DoS,1
1660,0.000005,udp,INT,2,0,168,0,200000.0051,Reconnaissance,1
1661,0.501477,tcp,FIN,14,6,6830,268,37.888078,Fuzzers,1
1662,0.000003,chaos,INT,2,0,200,0,333333.3215,DoS,1
1663,0.000008,any,INT,2,0,200,0,125000.0003,DoS,1
1664,0.186486,tcp,FIN,10,6,2044,268,80.43499,Exploits,1
1665,0.847379,tcp,FIN,10,8,1332,354,20.061861,Fuzzers,1
1666,0.000003,chaos,INT,2,0,200,0,333333.3215,Exploits,1
1667,0.000008,any,INT,2,0,200,0,125000.0003,DoS,1
1668,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
1669,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1670,0.000008,any,INT,2,0,200,0,125000.0003,Exploits,1
1671,0.000006,egp,INT,2,0,180,0,166666.6608,Analysis,1
1672,0.921987,ospf,INT,20,0,1280,0,20.607666,Fuzzers,1
1673,0.000008,any,INT,2,0,200,0,125000.0003,Exploits,1
1674,0.000006,egp,INT,2,0,180,0,166666.6608,DoS,1
1675,0.921987,ospf,INT,20,0,1280,0,20.607666,DoS,1
1676,0.935294,tcp,FIN,10,8,550,354,18.176103,Fuzzers,1
1677,0.000006,egp,INT,2,0,180,0,166666.6608,Exploits,1
1678,0.921987,ospf,INT,20,0,1280,0,20.607666,DoS,1
1679,0.000005,ipv6-opts,INT,2,0,200,0,200000.0051,Analysis,1
1680,0.80397,tcp,FIN,18,8,14098,354,31.095688,Exploits,1
1681,0.000006,egp,INT,2,0,180,0,166666.6608,Exploits,1
1682,0.921987,ospf,INT,20,0,1280,0,20.607666,Exploits,1
1683,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1684,0.000005,ipv6-opts,INT,2,0,200,0,200000.0051,DoS,1
1685,0.921987,ospf,INT,20,0,1280,0,20.607666,Exploits,1
1686,0.000006,egp,INT,2,0,180,0,166666.6608,Exploits,1
1687,0.896838,tcp,FIN,10,8,1972,354,18.955486,Fuzzers,1
1688,0.000005,ipv6-opts,INT,2,0,200,0,200000.0051,Exploits,1
1689,0.000011,udp,INT,2,0,754,0,90909.0902,Fuzzers,1
1690,0.628322,tcp,FIN,10,6,2612,268,23.873109,Fuzzers,1
1691,0.000002,emcon,INT,2,0,180,0,500000.0013,Analysis,1
1692,0.000005,ipv6-opts,INT,2,0,200,0,200000.0051,Exploits,1
1693,0.000009,sctp,INT,2,0,104,0,111111.1072,Exploits,1
1694,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1695,0.000009,cftp,INT,2,0,200,0,111111.1072,DoS,1
1696,0.000002,emcon,INT,2,0,180,0,500000.0013,Exploits,1
1697,0.000009,gre,INT,2,0,156,0,111111.1072,DoS,1
1698,0.000009,cftp,INT,2,0,200,0,111111.1072,DoS,1
1699,0.000003,igp,INT,2,0,180,0,333333.3215,Reconnaissance,1
1700,0.603647,tcp,FIN,10,6,786,268,24.84896,Reconnaissance,1
1701,0.000009,gre,INT,2,0,156,0,111111.1072,DoS,1
1702,0.000009,cftp,INT,2,0,200,0,111111.1072,DoS,1
1703,0.000003,igp,INT,2,0,180,0,333333.3215,Backdoor,1
1704,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
1705,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1706,0.000009,cftp,INT,2,0,200,0,111111.1072,Exploits,1
1707,0.000003,igp,INT,2,0,180,0,333333.3215,DoS,1
1708,0.918221,tcp,FIN,10,8,564,354,18.514061,Reconnaissance,1
1709,0.000009,any,INT,2,0,200,0,111111.1072,DoS,1
1710,0.000003,pup,INT,2,0,180,0,333333.3215,DoS,1
1711,0.22943,tcp,FIN,10,8,874,2450,74.096673,Exploits,1
1712,0.47146,tcp,FIN,10,6,622,268,31.81606,Fuzzers,1
1713,0.000009,any,INT,2,0,200,0,111111.1072,Exploits,1
1714,0.662481,tcp,FIN,10,8,564,354,25.661113,Reconnaissance,1
1715,0.000003,pup,INT,2,0,180,0,333333.3215,Exploits,1
1716,0.711522,tcp,FIN,10,6,718,268,21.081569,Fuzzers,1
1717,0.000009,any,INT,2,0,200,0,111111.1072,Exploits,1
1718,0.227928,tcp,FIN,10,10,790,5630,83.359658,Exploits,1
1719,0.000003,xnet,INT,2,0,180,0,333333.3215,Analysis,1
1720,0.000003,ippc,INT,2,0,200,0,333333.3215,DoS,1
1721,51.671165,tcp,FIN,24,20,2152,1630,0.832186,Fuzzers,1
1722,1.326109,tcp,FIN,24,48,1110,41996,53.540092,Exploits,1
1723,0.000003,xnet,INT,2,0,180,0,333333.3215,DoS,1
1724,0.000009,kryptolan,INT,2,0,200,0,111111.1072,Reconnaissance,1
1725,4.152673,tcp,FIN,202,48,240122,2958,59.961382,Exploits,1
1726,1.894519,tcp,FIN,54,24,48315,2084,40.643562,Exploits,1
1727,0.000003,xnet,INT,2,0,180,0,333333.3215,DoS,1
1728,0.971972,tcp,FIN,12,8,1012,726,19.547888,Fuzzers,1
1729,0.000009,kryptolan,INT,2,0,200,0,111111.1072,DoS,1
1730,0.169067,tcp,FIN,10,6,724,268,88.722225,Shellcode,1
1731,0.000003,xnet,INT,2,0,180,0,333333.3215,Exploits,1
1732,0.860687,tcp,FIN,12,8,992,716,22.075388,Fuzzers,1
1733,0.627473,tcp,FIN,10,8,564,354,27.092799,Reconnaissance,1
1734,0.000009,kryptolan,INT,2,0,200,0,111111.1072,Exploits,1
1735,0.000003,xnet,INT,2,0,180,0,333333.3215,Exploits,1
1736,4.413976,tcp,FIN,24,22,1284,1638,10.19489,Exploits,1
1737,0.584568,tcp,FIN,8,10,364,4382,29.081303,Exploits,1
1738,44.22596,tcp,FIN,34,22,18872,1718,1.243613,Fuzzers,1
1739,0.000003,xnet,INT,2,0,180,0,333333.3215,Exploits,1
1740,0.000005,any,INT,2,0,200,0,200000.0051,Exploits,1
1741,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
1742,1.008193,tcp,FIN,10,8,1058,354,16.861851,Exploits,1
1743,0.000003,xnet,INT,2,0,180,0,333333.3215,Exploits,1
1744,1.513676,tcp,FIN,10,8,918,2092,11.230937,DoS,1
1745,1.179351,tcp,FIN,10,8,2624,1050,14.414708,Exploits,1
1746,2.484499,tcp,FIN,20,36,1088,28254,22.13726,Exploits,1
1747,0.190554,tcp,FIN,10,6,840,268,78.717847,Reconnaissance,1
1748,0.197389,tcp,FIN,10,6,1206,268,75.992074,Exploits,1
1749,1.281871,tcp,FIN,10,8,962,354,13.261865,DoS,1
1750,0.000008,sat-mon,INT,2,0,200,0,125000.0003,Reconnaissance,1
1751,1.886908,tcp,FIN,246,52,301477,3096,157.400356,Exploits,1
1752,0.200351,tcp,FIN,10,6,868,268,74.868606,Exploits,1
1753,1.392847,tcp,FIN,12,10,1084,820,15.077033,Fuzzers,1
1754,1.246909,mux,INT,4,0,400,0,2.405949,Fuzzers,1
1755,0.884994,tcp,FIN,24,58,1128,53590,91.526047,Exploits,1
1756,0.842038,tcp,FIN,10,8,920,2108,20.189113,DoS,1
1757,1.246909,mux,INT,4,0,400,0,2.405949,Exploits,1
1758,0.000008,sat-mon,INT,2,0,200,0,125000.0003,DoS,1
1759,0.374985,tcp,FIN,14,10,4600,618,61.335785,Exploits,1
1760,2.002472,tcp,FIN,152,26,193156,1128,88.390752,Exploits,1
1761,0.000001,visa,INT,2,0,200,0,1000000.003,DoS,1
1762,0.000003,udp,INT,2,0,168,0,333333.3215,Reconnaissance,1
1763,0.000001,visa,INT,2,0,200,0,1000000.003,DoS,1
1764,0.000009,dcn,INT,2,0,200,0,111111.1072,DoS,1
1765,0.293758,tcp,FIN,14,8,4516,432,71.487414,Exploits,1
1766,1.397528,tcp,FIN,10,8,574,354,12.164335,Fuzzers,1
